21|Go out of your way to be pleasant to everyone you meet, even to those who are anything but pleasant to you. The more you smile and act as if the world is your friend the more the celestial powers that be will reward you.|12-22-2013|aries
22|If you are happy with the way your career is going then don’t change a thing. If, however, you think you should be making more of your talents and moving up the ladder of success a good deal faster, do something about it – now!|12-23-2013|aries
23|Something you have been working on for a long time will bear fruit today. Others may say you’ve been lucky but the fact is you have labored long and hard to get this far and deserve the good things now coming your way. |12-24-2013|aries
24|Don’t bother trying to hide your feelings today because with your ruler Mars at odds with unpredictable Uranus they are sure to reveal themselves in some way, maybe explosively. Let others know what is annoying you – and why.|12-25-2013|aries
25|You are on the threshold of a spectacular breakthrough. Which only goes to show that when you focus on a goal and follow up on it consistently you CAN be a success. But don’t get too full of yourself or fate may burst your bubble.|12-26-2013|aries
26|Flattery will get you everywhere today, especially when dealing with people in authority. You can easily persuade them to give you what you want – but don’t forget it works both ways: they may want something from you in return.|12-27-2013|aries
27|Patch up any partnership disputes you may be having because current aspects will not only make joint endeavors fun but will make them profitable too. Why argue when you could be laughing and making lots of money together?|12-28-2013|aries
28|A new moon in the career area of your chart means it is time to make a decision about your future. Don’t forget though that the moon is an emotional influence. Make sure you know all the facts and are thinking straight before you move ahead.|12-29-2013|aries
29|No matter how many times you may have fallen short in the past you will measure up now. Push yourself hard this week and don’t give up hope just because you experience one or two setbacks. That breakthrough you seek is very close.|12-30-2013|aries
30|Authority figures may be difficult to get along with today, but you can make things easier for yourself by refusing to get involved in disputes that serve no purpose. If you can, steer clear of people who rub you up the wrong way. |12-31-2013|aries
31|If you need to ask a favor of someone in a position of authority now is the time to speak up. Cosmic activity in the career area of your chart is so good at the moment they will grant you (almost) anything and everything you desire.|01-01-2014|aries
32|No matter how outrageous your ideas may seem to some people, you must trust your instincts and follow up on them. Allow your inner voice to guide you, and don’t be in the least bit surprised when it all works out perfectly.|01-03-2014|aries
33|If your reputation is important to you, then be careful what you say and do this weekend because with Jupiter, planet of excess, at odds with the Sun you could go too far and turn people against you. Make an effort to always be moderate.|01-04-2014|aries
34|What you gain over the coming week will more than make up for what you have lost, so be of good cheer. Sometimes something has to go out of your life before something new can come in and that seems to be the case now.|01-06-2014|aries
35|Try to avoid confrontation today because almost certainly you will come off second best. If possible, go off and be by yourself for a while: You will return to the fray refreshed physically and mentally and with lots of great new ideas. |01-07-2014|aries
36|This is one of those days when you would rather be anywhere than where you are supposed to be. If you can find a legitimate way out of the situation then go for it, but if you just fail to turn up you could create a powerful enemy.|01-08-2014|aries
37|You will gain more by doing less today. Either cut back on your workload or get friends and colleagues to help you out. Better still, do both and put your feet up. There’s no cosmic law that says you have to do anything at all.|01-09-2014|aries
38|There are so many ambitions you want to pursue and so many goals you want to reach, but not even an Aries can do everything at once. Sit yourself down and decide what is the number one thing that needs to be done – then do it.|01-10-2014|aries
39|Tell people the truth as you see it, even if it means upsetting someone you respect or endangering your standing with friends and colleagues. Even the smallest of lies must be avoided over the next seven days – unless you enjoy trouble.|01-12-2014|aries
40|No matter how many times you have fallen short in the past you will succeed this week. The Sun remains in the most ambitious area of your chart until the 20th, so make the most of it – show the world what a star you really are.|01-13-2014|aries
41|Take time out of your busy schedule to sit down and think about what it is you are doing and where it is you are going. That applies to all areas of your life but especially to your career. Are you doing what you dreamed you’d be doing?|01-14-2014|aries
42|The full moon’s influence will pull your emotions first one way then the other over the next 48 hours. Because of that the safest course of action by far is to ignore them completely and act only on what your head tells you.|01-15-2014|aries
43|Be honest with friends and colleagues today, even if what you have to tell them is not what they want to hear. Having said which, maybe what you think is bad news is nothing of the kind – maybe from their point of view it’s good.|01-16-2014|aries
44|Your mind will be moving fast today and over the weekend as you look for ways to make your ideas pay. But don’t make any major decisions until after the Sun changes signs on the 20th. Only then will the way forward be clear.|01-17-2014|aries
45|A few days from now you could find yourself moving in a new direction, with new ambitions and maybe even a new set of friends. This weekend though you are advised to sit tight and spend some quality time with your loved ones.|01-18-2014|aries
46|Don’t rush into anything over the next few days but be ready to act decisively when the opportunity you have been waiting for finally arrives. Also, make a point of working more closely with people who share your ideals.|01-19-2014|aries
47|Whatever you happen to be working on now you will get it done quicker and better if you get other people involved. But they must be involved as equals. It may be your vision, your baby, but don’t let your ego get in the way of success.|01-20-2014|aries
48|Even if you prefer to walk alone it will pay you to get more involved in group activities over the next few days. Friends and social contacts will bring you luck and make life more enjoyable, so get out there and have some fun.|01-21-2014|aries
49|You may not agree with what you hear today but you must let others have their say. Free speech is worth fighting for, so if someone tries to shout down a dissenting opinion make it your business to defend their right to be different.|01-22-2014|aries
50|Is what you are planning really such a good idea? Could it be that you have overestimated your abilities? Don’t worry. The planets indicate you have what it takes and once you get moving all your doubt will disappear. So get moving!|01-23-2014|aries
51|There is no point being angry about what you have to leave behind. The planets are pointing you in a new direction and urging you to take that first brave step into the unknown. What are you waiting for? Aries is supposed to be adventurous!|01-24-2014|aries
52|You will get a much needed rest this weekend from a problem that has been causing you sleepless nights but it won’t go away completely. A personality conflict is still a major issue and sooner or later will have to be dealt with.|01-25-2014|aries
53|Get involved in something that is bigger than yourself, such as a social movement or charitable enterprise. No matter how dynamic an Aries you may be you cannot change the world alone, but you can make a difference working with others.|01-26-2014|aries
54|You will find it easier to be assertive this week but that does not mean you can order people around for the fun of it. Try to work harmoniously with those who share your aims and ambitions – there are plenty of them out there in the world.|01-27-2014|aries
55|Don’t get discouraged if something you attempt does not work out the way you expected it to – it is still good practice and may even take you in a profitable new direction, one you may not otherwise have thought of. You’re making progress.|01-28-2014|aries
56|You may fantasize about running away and starting again from scratch some place new, but deep down you know it isn’t going to happen. Focus on making the best of where you are and what you have got — and that’s plenty.|01-29-2014|aries
57|This will be a thoroughly enjoyable day and it will be more enjoyable still if you don’t waste time worrying what other people might think about what you are doing – or, more to the point, who you are doing it with!|01-30-2014|aries
58|You may prefer to deal with facts and figures but there are times when you must take what you are told on trust, and this is one of them. Those you work alongside may be difficult at times but they are still very much on your side.|01-31-2014|aries
59|Something you thought was going to be difficult will be easy, and something you thought was going to be easy will be difficult. Take it all in your stride. Life is not about events as such but about what you choose to make of them.|02-01-2014|aries
60|The cosmos will give your confidence a boost this week and make all things seem possible. Don’t listen to those who say you should be patient and cautious. If you can think of something you should get on and do it. Make it happen.|02-03-2014|aries
61|You are in a domineering mood at the moment and won’t hesitate to tell others how to do things. But anyone who tries to tell you will most likely wish they had kept quiet. They should do as you say, not as you do!|02-04-2014|aries
62|You may find it hard to predict what others are going to do next, but there is no need to keep looking over your shoulder. Despite one or two minor setbacks today, the rest of the week will be much to your liking — so enjoy. |02-05-2014|aries
63|Something will happen today that takes you by surprise but if you stand back from the situation and look at it in an objective light you will see it had to occur. Chances are that a few weeks from now you will be so glad it happened.|02-06-2014|aries
64|If you could have three wishes what would they be? Focus on what you desire more than anything and there is a very good chance you will get it. Your mind is a powerful tool and if you use it to make a request the universe will respond.|02-07-2014|aries
65|Looking back on the past seven days, you will be feeling quietly pleased with yourself, not least for having resisted the temptation to get uptight about issues that are of no real importance. Let others rant and rage. For you the weekend is about relaxing.|02-08-2014|aries
66|Just because someone else is behaving badly or playing the fool does not mean you have to follow their example. This is going to be an important week, especially for relationships, so don’t go annoying people just for the fun of it.|02-10-2014|aries
67|No matter how strong your beliefs and opinions may be, what happens today and tomorrow will make you question them. That’s good. Every now and again you need to stand back and remind yourself what it’s all about and what it’s all for. |02-11-2014|aries
68|Put a name to your fears and do something about them. Everyone expects you to be happy-go-lucky and most of the time you are, but something has been worrying you beyond belief in recent weeks. It’s time to get over it.|02-12-2014|aries
69|Secrecy may not come naturally to you but the less you reveal about yourself the better. You need to be a bit more mysterious, especially on the work front. Keep both colleagues and rivals at arm’s length and don’t forget that knowledge is power.|02-13-2014|aries
70|Think twice before speaking your mind. Although today’s full moon takes place in your fellow Fire sign of Aries you could still get emotional and say things you later regret, so bite your tongue and keep your feelings to yourself – for now.|02-14-2014|aries
71|Even if you risk hurting a loved one’s feelings you must tell them the truth about the situation they have got themselves into. Be as tactful as you can but make sure they can see they need to change their ways – and fast.|02-15-2014|aries
72|Once the Sun changes signs tomorrow you will be less concerned about what’s taking place in the world at large and more concerned about what’s going on inside your head. It’s good to think and you’ll be doing plenty over the next few days.|02-17-2014|aries
73|Don’t agree to something just because you cannot be bothered to argue. If you take the easy way out now you will have major problems later on when loved ones and work colleagues hold you to your promises. Best not to make them in the first place.|02-18-2014|aries
74|You will receive advice from all directions today, making it difficult to work out who is and who is not talking sense. Maybe you should shut yourself away for an hour or two and come to your own conclusions. Your inner voice knows best. |02-19-2014|aries
75|There are a lot of things you need to consider, things that may be of benefit to you in the not too distant future, so don’t waste your time socializing when you should be thinking. Come the weekend you’ll have earned the right to party.|02-20-2014|aries
76|Even if you are the kind of Aries who loves surprises what happens today won’t necessarily meet with your approval, especially if the joke is on you. Think of all the times when you’ve been the prankster and don’t be afraid to laugh at yourself.|02-21-2014|aries
77|There is no such thing as coincidence and the more certain events seem to keep happening the more suspicious you should be. Fortunately you are not as gullible as some people want to believe, so it’s unlikely you will be deceived.|02-22-2014|aries
78|No matter what plans you may have made for the coming week you must set aside time to be by yourself and think about the direction your life is heading. And if you come to the conclusion that it isn’t heading anywhere then do something about it.|02-23-2014|aries
79|Although you should be feeling good about yourself as the new week begins you are advised not to go over the top in any way or the consequences could be painful. Also, ask yourself some questions about the direction your life is heading.|02-24-2014|aries
80|There are a number of things you need to get rid of, things that are holding you back and stopping you from realizing your full potential. You know what they are and you know they must go. Now is the time to draw a line on the past.|02-25-2014|aries
81|You may be impatient to see progress being made but if you take a risk too many you could take a rather big step in the wrong direction. If you do there is no point rebuking yourself – it’s just one of those things that happens sometimes.|02-26-2014|aries
82|It won’t be long before your mind is back in the groove – and your tongue will be pretty sharp as well. You will have a lot to say for yourself today but be careful that you don’t give away secrets to people who may be your rivals.|02-27-2014|aries
83|As mind planet Mercury moves in your favor again today your attitude will change for the better and you will be more upbeat about your hopes and wishes. Anything is possible if you want it enough – so want it enough and be amazing!|02-28-2014|aries
84|Cosmic activity in the most sensitive area of your sky will help you see through the web of deceit that certain people have built to keep you from the truth. But don’t go to the other extreme and refuse to trust anyone about anything.|03-01-2014|aries
85|You don’t need to talk yourself up – important people are well aware of what you are capable of. You won’t have to try too hard to make an impression over the next seven days. In fact you won’t have to try too hard at anything.|03-02-2014|aries
86|The Sun links with power planet Pluto today, so it’s unlikely you will be in the mood to stay home and bake cookies. There is a world out there waiting to be conquered and you have both the talent and the ambition to be Number One.|03-03-2014|aries
87|Not everyone shares your principles and beliefs, so don’t take it as a personal affront if others disagree with you today – which they will. Everyone is entitled to their own opinions, that’s what makes the world such an interesting place.|03-04-2014|aries
88|Today’s cosmic set-up is fortunate in the extreme, but only if you are prepared to get out into the world, put yourself about and shake a few hands. You know the old saying: it’s not so much what you know that matters as who you know.|03-05-2014|aries
89|Family matters of one sort or another will take up most of your time today but don’t think that means you cannot have fun. On the contrary, loved ones are hoping you will suggest some kind of trip or adventure you can all enjoy together.|03-06-2014|aries
90|Don’t be afraid to disagree with someone in a position of authority. You respect the fact that they outrank you but you also know that if you do as they say you will regret it. Aries is the first sign of the zodiac – so put your needs first.|03-07-2014|aries
91|Stick to your principles this weekend. Don’t back off to keep the peace or for the sake of an easy life. The planets warn if you compromise on one thing your rivals will see it as a sign of weakness and pressure you into further concessions.|03-08-2014|aries
92|You have a wonderful future but the Sun in your next door neighbor sign of Pisces is making you fear the worst, and that’s not good. Keep telling yourself that you deserve the best and that the best will happen – and very soon it will.|03-09-2014|aries
93|The planets are encouraging you to break out of a rut and live closer to the edge for a while. Security is all very well but an Aries needs excitement too, so do something out of the ordinary this week, something that gets you noticed.|03-10-2014|aries
94|A relationship that has been okay in the past will turn difficult today. There may be no apparent reason why it has suddenly gone sour but don’t make an issue of it. Most likely it is just a passing phase, so stay calm and keep smiling.|03-11-2014|aries
95|The Sun in Pisces at this time of year can make you rather emotional and you will certainly find it hard to hide your feelings today. But why would you want to? Honesty is essential in all situations, especially where loved ones are concerned.|03-12-2014|aries
96|The future is not bleak, no matter what some pessimists say. In fact it is exceedingly bright and you are in the right place at the right time to take advantage of all the good things that will be coming. Keep your eyes and ears open.|03-13-2014|aries
97|Because Mars, your ruler, is on good form today something will happen that has you jumping for joy. By all means make plans for your professional future but leave yourself some wiggle room in case you want to change your mind later.|03-14-2014|aries
98|Don’t give others the impression that you agree with them when, if anything, you think they are completely and utterly wrong. The full moon means it’s best if they know right from the start what you really think and feel.|03-15-2014|aries
99|Don’t worry if you have not been getting the support and encouragement you need from partners and loved ones and work colleagues. Once the Sun moves into your birth sign on Thursday you won’t require anyone’s help but your own.|03-16-2014|aries
100|The more you dwell on a matter that troubles you the more you will worry about it, so pull your mind away from the issue and focus on what makes you feel good. There are still no end of things you have to be thankful for.|03-17-2014|aries
101|Put your heart and soul into what you are working on. No matter how much natural talent you may have and no matter how good you may be in a technical sense what makes you stand out from the crowd is your enthusiasm.|03-18-2014|aries
102|If you make a wish over the next two or three days it may well come true. With the Sun moving into your birth sign tomorrow, marking the start of a new solar year, you are likely to get whatever you ask for – well, mostly.|03-19-2014|aries
103|The Sun moves into your sign today, so there can be no more excuses. You know what you want, you know how to get it and you know that if you make a genuine effort nothing can stop you. The world is yours to command and enjoy.|03-20-2014|aries
104|Don’t waste time on regrets or remorse. Don’t look back when you should be looking forward. This is your time of year and if you are positive and dynamic you will enjoy the kind of progress that makes yesterday’s doubts and failures irrelevant.|03-21-2014|aries
105|You will be in a thoughtful frame of mind this weekend and that’s good. Try to resist the temptation to look for easy solutions to what are really quite complex problems. Most complex of all, of course, are other people’s emotions.|03-22-2014|aries
106|If your life is in a bit of a rut at the moment the best way to cheer yourself up is to get dreaming. Jupiter makes it easy for you to conjure up all sorts of mental pictures of what your future could be like – and they’re all fabulous!|03-23-2014|aries
107|If you need assistance over the next few days you must ask for it. There is nothing heroic about keeping your pain to yourself. By all means be independent but why suffer when friends and family are ready and willing to help you?|03-24-2014|aries
108|When was the last time you set yourself new targets? Most likely you’ve been happy to drift along and take things as they come but now you need to be more demanding of yourself. What would you do if you knew success was guaranteed? So do it.|03-25-2014|aries
109|If you are as smart as you think you are you will pay attention to what loved ones and friends say you should be doing. They can see what you cannot: that you could and should be using the talents you were born with to make the world a better place.|03-26-2014|aries
110|Hopefully you will see solutions today where before you saw only problems. That applies to all areas of your life but especially to money matters and business issues that involve other people. Together you can make a profit and have fun.|03-27-2014|aries
111|You will make your presence felt today, especially on the work front where power planet Pluto encourages you to believe you are worthy of bigger and better things. You are entitled to be treated with respect – and you will make sure you get it.|03-28-2014|aries
112|Love planet Venus is strong on your birthday, so affairs of the heart will be even more important than usual this year. But don’t think it’s just about romance and having fun – if you commit to a relationship it helps if you are on the same intellectual wavelength too.|03-29-2014|aries
113|A new moon on your birthday will inspire you to cut ties that hold you back and march on confidently to a brighter and more bountiful future. Be honest with yourself about who you are and what it is you want most out of life – then go out and get it. |03-30-2014|aries
114|You must not let your emotions get the better of you over the coming year. You may be tempted to cut ties that only seem to bring you pain but if you give it time you will find that things improve. Ultimately, life is only as tough as you choose to make it.|03-31-2014|aries
115|The more others try to make you change your mind about something the more you must dig in your heels and refuse to be moved. You know what is right and what is wrong, so make your own decision and stick to it.|04-01-2014|aries
116|You have a talent for surprising people and with the Sun linked to Uranus, planet of the unexpected, in your sign today you will go out of your way to shock. Just be careful you don’t upset those on whom your security depends.|04-02-2014|aries
117|See to it that you are properly rewarded for your efforts, especially on the work front where others may try to give you less than you deserve. You don’t have to be aggressive about it but make sure you get what you are worth.|04-03-2014|aries
118|You seem to be feeling a bit vulnerable but there really is no need. What happens over the next few days will lift your spirits and also remind you that, even when things do go a little bit wrong, it’s not the end of the world.|04-04-2014|aries
119|You are torn between two very different ways of looking at the world. On the one hand you think human nature is basically negative but on the other you want to see an essential goodness is all living things. Choose the latter. Your choice will make it true.|04-05-2014|aries
120|Push your luck this week and believe all things are possible. But bear in mind too that, while you may be doing well, not everyone is as fortunate as you, so try not to make a big show of your successes – it may cause unnecessary resentment.|04-06-2014|aries
121|You are about to embark on one of the best times of the year for ideas and communication. Are you ready? Anything of a creative or artistic nature will go well for you over the next few days. Be good. No, be great.|04-07-2014|aries
122|It’s not always easy to get along with other people and today’s Sun-Mars aspect will in some way or other challenge you to be more accepting. Don’t forget too that from other people’s point of view you are often the one making too much noise.|04-08-2014|aries
123|If you want a straight answer to a simple question you may be disappointed – others are so evasive today. Maybe they have something to hide but more likely their thoughts are simply all over the place. Not everyone is as organized as you.|04-09-2014|aries
124|Take extra care when dealing with anything of a legal nature and make sure you get promises in writing. No matter how much you may trust certain people you cannot know what mental, emotional or financial pressures they are under, so don’t take chances.|04-10-2014|aries
125|The influence of Neptune, planet of deception, in your chart warns you could give away too much information about yourself. Be generous with your time and, if you can afford it, with your money too but keep your secrets to yourself.|04-11-2014|aries
126|Some people may get emotional this weekend but you will remain cool, calm and collected. One particular individual could really get on your nerves but the best way to deal with them is to take yourself off some place where they cannot follow.|04-12-2014|aries
127|A week from now the Sun will leave your birth sign and when it does you will have to get serious about your cash flow situation. It won’t be so painful if you accept that you are spending too much and start making savings right now.|04-13-2014|aries
128|Mind planet Mercury links with Uranus, planet of genius, on your birthday this year, so there is every chance you will come up with some brilliant ideas. Don’t limit yourself to old ways of thinking – be brave and ask the questions everyone else tries to avoid.|04-14-2014|aries
129|There seems to be a barrier of some kind between you and other people, no doubt caused by today’s lunar eclipse in your opposite sign. Don’t worry. The cosmic tide will turn. It won’t be long before you are back on the same wavelength.|04-15-2014|aries
130|You will experience plenty of ups and downs over the coming 12 months but even the downs will have a positive side, so be happy and strive to see the good in each and every situation you encounter – and each and every person who comes into your life.|04-16-2014|aries
131|The moon’s eclipse of Saturn on your birthday suggests you need to reconsider your relationship to money and possessions. Yes, of course, it’s nice to be financially secure but are you emotionally secure too? If not, what can you do to change that?|04-17-2014|aries
132|You want to strike out on your own. You want to do something that you alone can take credit for. That’s fine but you will get further faster if you learn from the mistakes of those who have been there before you. Do your homework – and be brilliant!|04-18-2014|aries
133|If you have got into the habit of thinking that nothing will ever go wrong again then what happens this weekend will set you straight. But there is still a large luck factor working in your favor, so don’t let events dent your confidence too much.|04-19-2014|aries
134|Be careful how much you spend over the next few days because if you go over the top you are likely to regret it. The planets warn you may not be as well off as you thought you were – and there are always bills to pay.|04-20-2014|aries
135|Major planets are at loggerheads as the new week begins and you too will find it hard to get along with certain people. The important thing is that you don’t take any of it too seriously, because like all such situations it will pass with time.|04-21-2014|aries
136|You will be somewhat impatient today, especially on the work front where you can’t understand why some people are unable to keep up with you mentally or physically. Not everyone shares your energy or enthusiasm, so calm down and make allowances.|04-22-2014|aries
137|You know what it is that you want so now it’s just about how you are going to get it. If your plans are being held back by a lack of cash what happens today and tomorrow will help – but ultimately the effort must come from you.|04-23-2014|aries
138|Some things are worth worrying about and some things are not – do you know which is which? Chances are material things such as money and possessions won’t mean as much to you over the next 24 hours as they usually do, and that’s good.|04-24-2014|aries
139|Try not to be too serious about life today. There’s a time to ponder the big questions but this isn’t it. The planets urge you to be practical and to focus on what is in front of you. Also, stay alert for new opportunities.|04-25-2014|aries
140|A new money-making venture will excite you this weekend but before you get carried away and start thinking you are going to be rich be warned that even if you do make your fortune it may cost you in other ways. Relationships are important too.|04-26-2014|aries
141|If you honestly believe that certain people are trying to get rich at your expense then you must make it clear to them that the consequences won’t be pretty. Hopefully they will see sense and give you your fair share. If not…|04-27-2014|aries
142|Don’t worry if your finances have not been too healthy of late because you will find ways to replace what you have lost or spent. Mind planet Mercury will also help you get your head around ideas which at other times might confuse you.|04-28-2014|aries
143|You will be quick off the mark both physically and mentally today, especially if you see a chance to make some money. Both the solar eclipse and mind planet Mercury will help you make quick decisions, then follow them up with speedy action.|04-29-2014|aries
144|You have taken on a lot of new tasks in recent weeks and could probably do with some help. Others will come to your assistance and share the load if you ask them but you must make it worth their while. What’s in it for them?|05-01-2014|aries
145|There will be a great many claims on your time and your energy today, so be selective in what you agree to do or you may exhaust yourself. You should know by now that it’s better to do one job really well than ten jobs poorly.|05-02-2014|aries
146|What you need to remember this weekend is that you have nothing to prove, either to yourself or to other people. Make sure that what you agree to do is what you want to do and not what others have persuaded you to do.|05-03-2014|aries
147|You can learn a lot over the next seven days, simply by listening to what other people have to tell you. You will also be pleasantly surprised by some of the things you discover. There is always something new to learn, even for an Aries|05-04-2014|aries
148|Listen to what a friend has to tell you and be quick to act on their advice. Even if what they say is not what you were hoping to hear there is a lot of wisdom in their words, not least because they can see what you currently cannot.|05-05-2014|aries
149|You will get what you desire today but you will have to pay a price for it. The planets will reward you for all the hard work you have done but they will also ask you to sacrifice something you may not want to give up.|05-06-2014|aries
150|Keep your eyes and ears open today because if you don’t you could miss out on a great opportunity to have fun. With Mercury moving strongly in your favor your mind will be sharp and strong, giving you a major advantage over your rivals.|05-07-2014|aries
151|You are not the kind to turn away someone who is down on their luck, but watch out you don’t get conned by a sob story today. Sadly not everyone is as honest as you, so check the facts before even thinking of parting with cash.|05-08-2014|aries
152|You may think you know what motivates someone but the planets warn you have got it all wrong, and that could be dangerous. Both in your personal life and at work you are advised not to jump to conclusions today – or any day.|05-09-2014|aries
153|The Sun links with Saturn this weekend and you should take that as a sign that it’s time to slow down a bit. Not even an Aries can continue at the pace you have set yourself, so ease off and get your breath back.|05-10-2014|aries
154||05-11-2014|aries
155|Rivals seem to know what you are doing, even when you are not sure what you are doing yourself – which puts you at a disadvantage. Either be a bit more secretive or find ways to tap in more effectively to what’s going on around you.|05-12-2014|aries
156|You have started many new things in recent weeks but you will soon have to choose which one or two projects you are going to focus on. Remember, quality always counts for more than quantity, so there’s no point trying to do it all.|05-13-2014|aries
157|Today’s full moon warns that, where money and possessions are concerned, nothing is quite what it seems. For that reason alone it would be wise to think twice before signing up to anything you don’t have complete personal control over.|05-14-2014|aries
158|People respond better to charm than to threats or coercion, so use the power of Venus in your sign to work your way around their defenses. You need to know when to exert pressure and when to stand back and let things happen.|05-15-2014|aries
159|Someone you think you can trust may try to trick you today, so be on your guard. It’s usually when you feel most relaxed and secure that you are most likely to be cheated, so make sure you know what’s going on around you.|05-16-2014|aries
160|Mars in your opposite sign makes you a bit too rough and ready for some people’s tastes, so be careful you don’t make the wrong impression, especially when dealing with people in positions of power. You CAN do nice – if you try.|05-17-2014|aries
161|As the Sun moves into the most open and outgoing area of your chart this week you will have no trouble at all being sociable. Not that you had much trouble before, but as from the 21st you will be a real party animal.|05-18-2014|aries
162|Confront what you fear the most and it won’t ever scare you again. Few things in life are worth getting too worked up about, so face up to what has been worrying you and see it for what it really is: an illusion you can safely ignore.|05-19-2014|aries
163|Don’t worry if you find it hard to put your feelings into words – your body language will tell partners and loved ones all they need to know. And with Mars, your ruler, moving in your favor again they’ll get to know plenty!|05-20-2014|aries
164|There are a lot of things you have wanted to say but held back because you did not want to upset or annoy people. Now the Sun is changing signs you have no option but to speak up. If you don’t it will be you who suffers.|05-21-2014|aries
165|You will jump right in and get things done today. Your mind is working fast and your body isn’t far behind it, so do what feels right and do it magnificently. You will surprise a few people, including yourself, by what you achieve.|05-22-2014|aries
166|Money issues have taken center stage for some time but now the Sun has changed signs you should be a bit more relaxed about what you own and what you earn. If your social life has suffered of late make up for it today.|05-23-2014|aries
167|In some way or other you will have to make sacrifices this weekend but the universe will balance things out by rewarding you in other ways, so don’t be afraid to make changes. Life is an adventure or it is nothing.|05-24-2014|aries
168|Sometimes you can be overly suspicious but this week you will go right the other way and trust just about everyone. In return, others will go out of their way to smooth your path and help you realize your most cherished ambitions.|05-25-2014|aries
169|This could be and should be one of the most enjoyable times of the year but if you want it to be really special you need to be more optimistic. A lot will depend on your state of mind – as it’s your mind that creates your reality.|05-26-2014|aries
170|There is no point trying to predict what will happen over the next two or three days because there are so many ways the various issues in your life can play themselves out. Just stay calm and be ready to act when big events happen.|05-27-2014|aries
171|You can be as carefree as you please over the next 24 hours – no one will mind in the slightest. Not that you care what other people think but it’s nice to be in a position where you can have fun without being called irresponsible.|05-28-2014|aries
172|If you find yourself losing interest in what you are doing today that’s a sure sign you are doing the wrong thing. A change of scene will help but in the long-term you may have to change your lifetime ambitions. A major turning point approaches.|05-29-2014|aries
173|Relationships seem to be taking on a more aggressive edge, due to the presence of Mars in your opposite sign. Keep reminding yourself that life is not a battle and that people are not the enemy. Compromise is better than confrontation.|05-30-2014|aries
